title,wine_type,variety,flavor_categories_taste_notes,points,description,price,winery,country,province,region
La Jota Vineyard 2013 Merlot (Howell Mountain),Red,Merlot,"medium bodied, balanced",95,"The La Jota and W.S. Keyes vineyards are the sources for this classically styled wine that is intense and alive in minerality. Clove, black pepper and mountains of dried herb are front and center between firm, dusty tannin and oak. The texture is plush and velvety on the palate, with plenty of length on the finish.",85,La Jota Vineyard,US,California,Howell Mountain
Lynmar 2014 Monastery Pinot Noir (Russian River Valley),Red,Pinot Noir,"full bodied, robust",95,"The new oak is dialed down a bit to 33% in this memorable red from the producer's estate Quail Hill Vineyard. Lovely in every way, it opens in rose petals and a subtlety of Asian five-spice, before a succulence of cranberry, rhubarb and orange unleash a fullness of fruit and lush texture on the palate.",70,Lynmar,US,California,Russian River Valley
Stolpman 2014 Originals Syrah (Ballard Canyon),Red,Syrah,"full bodied, robust",95,"Very savory aromas of roasted lamb, bacon fat, teriyaki and crushed pepper meet with light blueberry and a touch of mint on the nose of this delicious, well-rounded bottling by winemaker Sashi Moorman from the vineyard's oldest blocks. The palate kicks off with a zesty acidity, then come waves of black pepper-crusted beef roast, oregano, bay leaf, dark plum fruit and lavender. The solid structure ensures cellar potential but it's ready to drink today.",42,Stolpman,US,California,Ballard Canyon
Wedell Cellars 2010 Hillside Vineyard Pinot Noir (Edna Valley),Red,Pinot Noir,"full bodied, robust",95,"A prime example of why Pinot Noir is great to release later in its life, this six-year-old wine is signing with concentrated strawberry, iron, dried rose petals, stewed black cherry and raw beef. The palate is quite earthy but also packs black plum, vanilla, pepper, thyme and marjoram into a wondrous and complete package.",125,Wedell Cellars,US,California,Edna Valley
Shafer 2012 Hillside Select Cabernet Sauvignon (Stags Leap District),Red,Cabernet Sauvignon,"medium bodied, balanced",98,"The highly sought-after, perennially beautiful and brawny Hillside Select is 100% estate grown and 100% varietal. It wows after three years in barrel, painting a lush picture of tobacco, tea and firm, integrated tannin dusted in smoky clove scents. Intensely peppery, its youthful blackberry and cherry flavors shine through but will benefit from even more time in bottle, through 2032.",265,Shafer,US,California,Stags Leap District
Louis Jadot 2014  Clos de la Roche,Red,Pinot Noir,"full bodied, robust",97,"The largest of the four grands crus in Morey-Saint-Denis, this vineyard gives the most structured wines. This bottling, with its tannins and power, is no exception. While it shows plenty of rich black, perfumed fruit, it also has an immense structure of tight tannins are balanced by juicy acidity. Drink from 2027.",286,Louis Jadot,France,Burgundy,Clos de la Roche
Louis Jadot 2014  Corton-Pougets,Red,Pinot Noir,"medium bodied, balanced",96,"This wine produced from vines on the Corton hill is dense and dark, with great power and concentration. Its rich, dark fruit is paired with intense, juicy acidity, ensuring slow development over many years. Drink from 2025.",116,Louis Jadot,France,Burgundy,Corton-Pougets
Louis Jadot 2014  Echézeaux,Red,Pinot Noir,"medium bodied, balanced",96,"From one of the larger of the great grands crus of Vosne-Romanée and Flagey-Echézeaux, this is a dark, structured wine. It has power and juicy acidity that drive its black plum and berry fruit flavors. A dry core of tannins promises many years of maturing. Drink from 2026.",231,Louis Jadot,France,Burgundy,Echézeaux
Il Colle 2011  Brunello di Montalcino,Red,Sangiovese,"medium bodied, balanced",96,"Red berry, wild mint, crushed rose, forest floor and new leather are just some of the aromas you'll find on this fragrant delicious red. Seamlessly boasting structure and finesse, the full-bodied palate displays layers of succulent morello cherry, raspberry compote, licorice and cinnamon while firm velvety tannins lend support and a polished texture. A savory saline note wraps up the lingering finish. Drink 2018–2026.",45,Il Colle,Italy,Tuscany,Brunello di Montalcino
Biondi Santi 2011 Riserva  (Brunello di Montalcino),Red,Sangiovese,"medium bodied, balanced",96,"Beautifully balanced, this opens with alluring scents of wild berry, rose, baking spice and whiffs of chopped herb. Seamlessly combining ripe fruit and the firm's trademark finesse, the bright elegantly structured palate delivers juicy wild cherry, crushed raspberry, white pepper and a hint of black tea framed in polished tannins and fresh acidity. It's already tempting but the best is yet to come. Drink 2021–2031.",540,Biondi Santi,Italy,Tuscany,Brunello di Montalcino
Louis Jadot 2014  Chambertin Clos de Bèze,Red,Pinot Noir,"medium bodied, balanced",96,"Next door to the top grand cru of Chambertin, this vineyard, with its east-facing exposure, is one of the stars of Gevrey-Chambertin. This vintage is hugely rich—ripe with voluminous fruit and smoky hints from the wood aging. It has density and the potential for long aging. Drink from 2025.",474,Louis Jadot,France,Burgundy,Chambertin Clos de Bèze
Law 2013 Sagacious Red (Paso Robles),Red,Rhône-style Red Blend,"full bodied, robust",95,"A testament to the power of Paso Robles' wines, this blend of 37% Grenache, 34% Mourvèdre and 29% Syrah is dense, dark and viscous, showing candied blackberry, crème de cassis and pressed violet aromas, accented with cola and mocha notes. Soft, lush tannins massage the palate, growing grippier with time, while boisterous acidity releases blackberry, espresso and crushed slate flavors. Immensely likable now, it will also last for years.",70,Law,US,California,Paso Robles
Le Ragnaie 2012 VV  (Brunello di Montalcino),Red,Sangiovese,"full bodied, robust",95,"Truffle, forest floor, baked plum and cake spice aromas mingle with whiffs of new leather and pipe tobacco on this bold full-bodied red. The enveloping palate seamlessly combines concentration and finesse, doling out fleshy black cherry, crushed raspberry, cinnamon, licorice and mocha alongside big velvety tannins that give the finish nice grip and a polished texture. This will give decades of enjoyment. Drink 2020–2037.",125,Le Ragnaie,Italy,Tuscany,Brunello di Montalcino
Louis Jadot 2014  Chapelle-Chambertin,Red,Pinot Noir,"medium bodied, balanced",95,"This grand cru bottling comes from vines owned by Louis Jadot. It's firmly structured, as befits a wine from this village, and shows a predominance of red fruit and acidity. However, with its dry core and concentration, it will need to age. Drink from 2025.",286,Louis Jadot,France,Burgundy,Chapelle-Chambertin
Holdredge 2014 Judgment Tree Pinot Noir (Russian River Valley),Red,Pinot Noir,"medium bodied, balanced",95,"This is made in tiny amounts, which is heartbreakingly sad given its deliciousness and provenance, the grapes hailing from the Rochioli Sweetwater site on Westside Road. Spice box and sweet black-cherry flavors are lightly oaked and layered with velvety texture, the wine full-bodied and totally balanced.",70,Holdredge,US,California,Russian River Valley
Keller Estate 2005 Precioso Pinot Noir (Sonoma Coast),Red,Pinot Noir,"medium bodied, balanced",96,"Irresistible is the word that comes to mind to describe this Pinot, which is available only in magnums. The vintage was California's finest ever, and the wine shows spectacularly ripe red currant, cherry, tangerine zest, licorice and beef jerky flavors, with just the right touch of smoky oak. Yet the structural balance of acidity and fine tannins gives it the perfect architecture. Best now in its flashy youth and for the next 4 or 5 years.",150,Keller Estate,US,California,Sonoma Coast
Kynsi 2005 Stone Corral Vineyard Pinot Noir (Edna Valley),Red,Pinot Noir,"medium bodied, balanced",95,"An enormously opulent wine, brimming with gobs of red cherries, currants, mocha, clove, cinnamon and pepper flavors. Impresses for the lushness and integrity of the structure. Brilliant wine, just gorgeous, a real crowd-pleaser. With its recent track record, Kynsi enters the front ranks of California Pinot Noir producers.",45,Kynsi,US,California,Edna Valley
Clarendon Hills 2005 Astralis Syrah (Clarendon),Red,Syrah,"medium bodied, balanced",95,"Astralis has become one of Australia's top collectibles, and Roman Bratasiuk's 2005 version is once again top-shelf stuff. It's full-bodied and rich without being over the top, balancing dark-chocolate-covered blackberries and blueberries with more complex savory notes (spice, grilled meat). While it's a big, hulking wine at first, the finish shows great elegance and finesse, ending with silky tannins. Best from 2014. Imported by Wine Brokers Unlimited.",350,Clarendon Hills,Australia,South Australia,Clarendon
Joseph Swan Vineyards 2007 Trenton Estate Vineyard Pinot Noir (Russian River Valley),Red,Pinot Noir,"medium bodied, balanced",97,"An awesome Pinot Noir—it's hard to find words to describe its beauty. It's bone dry and rich in stimulating acidity, and the cherry and raspberry fruit flavors have an earthy, mushroomy quality that grounds the wine and gives it a real sense of terroir. Shows the fleshy attractions of the amazing '07 vintage, with an undisputed capacity to age. Now–2017, at least.",52,Joseph Swan Vineyards,US,California,Russian River Valley
Merry Edwards 2008 Klopp Ranch Méthode a L'Ancienne Pinot Noir (Russian River Valley),Red,Pinot Noir,"medium bodied, balanced",96,"An awesome wine. So delicious and complex now in wild cherry, raspberry, Dr. Pepper cola, bacon and smoky sandalwood flavors, brightened with crisp acidity and totally dry despite the fruitiness. But you'll also find a firm tannic structure that gives it some astringency. It's the kind of Pinot Noir that California does at its best, drinkable now for sheer beauty, but easily capable of a decade of aging.",57,Merry Edwards,US,California,Russian River Valley
Lynmar 2009 Quail Hill Vineyard Summit Pinot Noir (Russian River Valley),Red,Pinot Noir,"full bodied, robust",96,"An enormously rich Pinot Nor, stunningly delicious. Hard to imagine a California Pinot offering more opulent notes at such a young age. Dazzles with raspberry and cherry pie filling, vanilla, toast and scads of spices, and feels so soft, so silky, yet finishes so dry. Really a stunner. Should glidepath through the next six years, gradually growing mushroomy.",70,Lynmar,US,California,Russian River Valley
Merry Edwards 2008 Flax Vineyard Méthode a L'Ancienne Pinot Noir (Russian River Valley),Red,Pinot Noir,"medium bodied, balanced",96,"Merry Edwards has figured out the magic trick of crafting Pinot Noirs so luscious right out of the gate, you want to drink them now, but that actually are ageable. This one, from the warmer Westside Road area of the valley, is enormously ripe and seductive now, with wild cherry, red licorice, bacon, cola, cocoa and cinnamon spice flavors. Yet the inherent balance of tannins and acids ensures it a long life. What a treat. Now–2016.",54,Merry Edwards,US,California,Russian River Valley
Lynmar 2009 Terra de Promissio Pinot Noir (Sonoma Coast),Red,Pinot Noir,"full bodied, robust",95,"This single-vineyard Pinot Noir shows fine coastal acidity and dryness, and a transparency of taste that comes from the terroir. It's very delicious, with jammy raspberry and cherry fruit flavors enriched with oaky vanillins and smoky, buttery caramel. Gorgeous and compelling, combining power and nuance, it's a wine to drink now and through 2015, at least.",70,Lynmar,US,California,Sonoma Coast
